CTR Code,order date,region,country,promotion_category,promotion_theme,product,sku,part_no,position,make_model,qty,unit_price,amount,currency,target,sell_type,customer
CE0338R,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0338R,56820-4L090,FRONT R,"HYUNDAI | ACCENT/ SOLARIS (RB) 2010- / KIA | RIO (QBR,UB) 2011-2017",72,5.81,418.32,USD,B2B,SELL-IN,AUTOTRADE KZ
CE0342L,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0342L,56820-D3500 56820-D3600,FRONT L,KIA | SPORTAGE (NQ5) 2021-,60,6.93,415.8,USD,B2B,SELL-IN,AUTOTRADE KZ
CE0342R,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0342R,56825-D3500 56825-D3600,FRONT R,KIA | SPORTAGE (NQ5) 2021-,60,6.93,415.8,USD,B2B,SELL-IN,AUTOTRADE KZ
CE0732L,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0732L,45047-49025,FRONT L,"TOYOTA | RAV 4 (ACA20,ACA21) 2000-2005",30,5.08,152.4,USD,B2B,SELL-IN,AUTOTRADE KZ
CE0737,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0737,45460-39635 / 45460-09070 45460-39635,FRONT R,TOYOTA | CAMRY (ACV41/ACV40) 2006-2011 / TOYOTA | CAMRY (MCV30) 2001-2006,120,6.28,753.6,USD,B2B,SELL-IN,AUTOTRADE KZ
CE0738,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0738,45470-39225 / 45470-09050 45470-39225,FRONT L,TOYOTA | CAMRY (ACV41/ACV40) 2006-2011 / TOYOTA | CAMRY (MCV30) 2001-2006,120,6.28,753.6,USD,B2B,SELL-IN,AUTOTRADE KZ
CE0787,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0787,45046-09570 45046-19405,FRONT R,TOYOTA | COROLLA (ZRE151) 2007-2014,60,6.27,376.2,USD,B2B,SELL-IN,AUTOTRADE KZ
CE0788,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0788,45047-09270 45047-19205,FRONT L,TOYOTA | COROLLA (ZRE151) 2007-2014,60,6.27,376.2,USD,B2B,SELL-IN,AUTOTRADE KZ
CE0811,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0811,45460-09240 45460-09240,FRONT R,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019,60,7.55,453,USD,B2B,SELL-IN,AUTOTRADE KZ
CE0812,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0812,45470-09150 45470-09150,FRONT L,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019,60,7.55,453,USD,B2B,SELL-IN,AUTOTRADE KZ
CE0816L,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0816L,45470-39345,FRONT L,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019,54,7.32,395.28,USD,B2B,SELL-IN,AUTOTRADE KZ
CE0816R,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0816R,45460-80005,FRONT R,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019,54,7.32,395.28,USD,B2B,SELL-IN,AUTOTRADE KZ
CL0086,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0086,48830-06070 48830-33040,REAR,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019 / TOYOTA | CAMRY (ACV41/ACV40) 2006-2011,204,3.82,779.28,USD,B2B,SELL-IN,AUTOTRADE KZ
CL0250,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0250,95299172,FRONT,CHEVROLET | COBALT (69) 2013-,120,4.84,580.8,USD,B2B,SELL-IN,AUTOTRADE KZ
CL0311,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0311,54830-F2000 54830-F2000,FRONT,HYUNDAI | ELANTRA (AD) 2016-2020,108,4.38,473.04,USD,B2B,SELL-IN,AUTOTRADE KZ
CL0555,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0555,48830-06030 48830-48010 / 48830-48010,REAR,TOYOTA | CAMRY (MCV30) 2001-2006 / LEXUS | RX 300 (MCU35) 2003-2008,96,3.93,377.28,USD,B2B,SELL-IN,AUTOTRADE KZ
CL0574,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0574,48820-60050,FRONT R,TOYOTA | LAND CRUISER PRADO (TRJ150) 2009- / TOYOTA | LAND CRUISER PRADO (TRJ120) 2003-2010,120,4.8,576,USD,B2B,SELL-IN,AUTOTRADE KZ
CL0575,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0575,48810-60040,FRONT L,TOYOTA | LAND CRUISER PRADO (TRJ150) 2009- / TOYOTA | LAND CRUISER PRADO (TRJ120) 2003-2010,120,4.8,576,USD,B2B,SELL-IN,AUTOTRADE KZ
CL0586,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0586,48820-02070 48820-42030,FRONT,TOYOTA | COROLLA (ZRE151) 2007-2014 / TOYOTA | RAV 4 (ACA30) 2006-2013,200,4.9,980,USD,B2B,SELL-IN,AUTOTRADE KZ
CL0597,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0597,48820-06070 48820-33040 / 48820-06070 48820-33040 48820-33070,FRONT,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019 / TOYOTA | CAMRY (ACV41/ACV40) 2006-2011,516,4.09,"2,110.44",USD,B2B,SELL-IN,AUTOTRADE KZ
CL0700,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0700,54830-L1000,FRONT,HYUNDAI | SONATA (DN8) 2020-,140,4.44,621.6,USD,B2B,SELL-IN,AUTOTRADE KZ
CL0749,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0749,48820-06110,FRONT,TOYOTA | CAMRY (ASV70) 2017-,108,5.38,581.04,USD,B2B,SELL-IN,AUTOTRADE KZ
CL0899L,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0899L,55530-N9000,REAR L,HYUNDAI | TUCSON (NX4E) 2020-,90,4.24,381.6,USD,B2B,SELL-IN,AUTOTRADE KZ
CL0899R,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0899R,55531-N9000,REAR R,HYUNDAI | TUCSON (NX4E) 2020-,90,4.24,381.6,USD,B2B,SELL-IN,AUTOTRADE KZ
CR0632,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,INNER TIE ROD ASSY,CR0632,45503-49055,FRONT,"TOYOTA | RAV 4 (ACA20,ACA21) 2000-2005",60,5.72,343.2,USD,B2B,SELL-IN,AUTOTRADE KZ
CR0634,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,INNER TIE ROD ASSY,CR0634,45503-39275 / 45503-09280 45503-39225,FRONT,TOYOTA | CAMRY (ACV41/ACV40) 2006-2011 / TOYOTA | CAMRY (MCV30) 2001-2006,90,4.9,441,USD,B2B,SELL-IN,AUTOTRADE KZ
CR0641,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,INNER TIE ROD ASSY,CR0641,45503-49165,FRONT,"TOYOTA | RAV 4 (ACA20,ACA21) 2000-2005",20,5.81,116.2,USD,B2B,SELL-IN,AUTOTRADE KZ
CR0684,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,INNER TIE ROD ASSY,CR0684,45503-60040,FRONT,TOYOTA | LAND CRUISER PRADO (TRJ150) 2009-,80,6.49,519.2,USD,B2B,SELL-IN,AUTOTRADE KZ
GV0438,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BUSH AM,GV0438,48069-33070 48069-33070,FRONT LOWER,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019 / TOYOTA | CAMRY (ACV41/ACV40) 2006-2011,320,2.65,848,USD,B2B,SELL-IN,AUTOTRADE KZ
GV0439,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BUSH AM,GV0439,48068-33070 48068-33070,FRONT LOWER,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019 / TOYOTA | CAMRY (ACV41/ACV40) 2006-2011,240,4.03,967.2,USD,B2B,SELL-IN,AUTOTRADE KZ
GV0471,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BUSH AM,GV0471,48632-60040 / 48632-60020,FRONT UPPER,TOYOTA | LAND CRUISER PRADO (TRJ150) 2009- / TOYOTA | LAND CRUISER PRADO (TRJ120) 2003-2010,192,3.07,589.44,USD,B2B,SELL-IN,AUTOTRADE KZ
GV0483,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BUSH AM,GV0483,48818-33100 / 48818-12170,REAR,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019 / TOYOTA | CAMRY (ACV41/ACV40) 2006-2011,320,0.65,208,USD,B2B,SELL-IN,AUTOTRADE KZ
GV0538,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BUSH AM,GV0538,48815-33100,FRONT,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019 / TOYOTA | CAMRY (ACV41/ACV40) 2006-2011 / TOYOTA | CAMRY (MCV30) 2001-2006,192,1,192,USD,B2B,SELL-IN,AUTOTRADE KZ
GV0558,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BUSH AM,GV0558,48818-42010,REAR,TOYOTA | RAV 4 (ACA30) 2006-2013,60,0.96,57.6,USD,B2B,SELL-IN,AUTOTRADE KZ
GV1080,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BUSH AM,GV1080,FOR 48780-06040 FOR 48780-06040 48780-33040,REAR LOWER,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019 / TOYOTA | CAMRY (ACV41/ACV40) 2006-2011,192,1.97,378.24,USD,B2B,SELL-IN,AUTOTRADE KZ
GV1087,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BUSH AM,GV1087,48655-60050,FRONT LOWER,TOYOTA | LAND CRUISER PRADO (TRJ150) 2009-,168,4.88,819.84,USD,B2B,SELL-IN,AUTOTRADE KZ
GV1088,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BUSH AM,GV1088,48654-60050,FRONT LOWER,TOYOTA | LAND CRUISER PRADO (TRJ150) 2009-,160,3.84,614.4,USD,B2B,SELL-IN,AUTOTRADE KZ
GV1090,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BUSH AM,GV1090,48069-42050,FRONT LOWER REAR,TOYOTA | RAV 4 (ACA30) 2006-2013,96,3.23,310.08,USD,B2B,SELL-IN,AUTOTRADE KZ
GV1098,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BUSH AM,GV1098,FOR 48710-35050,REAR UPPER,TOYOTA | LAND CRUISER PRADO (TRJ120) 2003-2010,96,2.48,238.08,USD,B2B,SELL-IN,AUTOTRADE KZ
GV1128,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BUSH AM,GV1128,FOR 48740-60160 / 48706-60060 FOR 48740-35040,REAR,TOYOTA | LAND CRUISER PRADO (TRJ150) 2009- / TOYOTA | LAND CRUISER PRADO (TRJ120) 2003-2010,168,2.17,364.56,USD,B2B,SELL-IN,AUTOTRADE KZ
PL0311,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,PL0311,54830-F2000,FRONT,HYUNDAI | ELANTRA (AD) 2016-2020,40,6.1,244,USD,B2B,SELL-IN,AUTOTRADE KZ
PL0597,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,PL0597,48820-06070 48820-33040 / 48820-33040,FRONT,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019 / TOYOTA | CAMRY (ACV41/ACV40) 2006-2011,60,5.95,357,USD,B2B,SELL-IN,AUTOTRADE KZ
CB0166,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0166,95017034,FRONT LOWER,CHEVROLET | COBALT (69) 2013-,120,4.34,520.8,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CB0186,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0186,54530-25000,FRONT LOWER,"HYUNDAI | ACCENT/ SOLARIS (RB) 2010- / KIA | RIO (QBR,UB) 2011-2017",30,3.89,116.7,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CB0205,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0205,54530-0U000,FRONT LOWER,"HYUNDAI | ACCENT/ SOLARIS (RB) 2010- / KIA | RIO (QBR,UB) 2011-2017",210,4.28,898.8,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CB0393,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0393,43330-19115,FRONT LOWER,"TOYOTA | RAV 4 (ACA20,ACA21) 2000-2005",90,5.58,502.2,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CB0402L,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0402L,43340-09020 43340-29175 / 43340-29175 43340-29215,FRONT LOWER L,TOYOTA | CAMRY (MCV30) 2001-2006 / LEXUS | RX 300 (MCU35) 2003-2008,192,6.74,"1,294.08",USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CB0402R,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0402R,43330-09180 43330-29405 / 43330-29405 43330-29615,FRONT LOWER R,TOYOTA | CAMRY (MCV30) 2001-2006 / LEXUS | RX 300 (MCU35) 2003-2008,208,6.74,"1,401.92",USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CB0418,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0418,43330-09A40 43330-19245 43330-19275 / 43330-09630 43330-19245 / 43330-49095 43330-49215,FRONT LOWER,TOYOTA | CAMRY (ASV70) 2017- / TOYOTA | COROLLA (ZRE151) 2007-2014 / TOYOTA | RAV 4 (ACA30) 2006-2013,208,7.21,"1,499.68",USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CB0426,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0426,43330-09580 43330-39845 / 43330-09580 43330-39775 43330-39845,FRONT LOWER R,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019 / TOYOTA | CAMRY (ACV41/ACV40) 2006-2011,176,6.61,"1,163.36",USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CB0427,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0427,43340-09100 43340-39605 / 43340-09100 43340-39545 43340-39605,FRONT LOWER L,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019 / TOYOTA | CAMRY (ACV41/ACV40) 2006-2011,160,6.61,"1,057.60",USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CB0444,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0444,FOR 48068-60040 FOR 48069-60040,FRONT LOWER,TOYOTA | LAND CRUISER PRADO (TRJ150) 2009-,40,7.24,289.6,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CB0446,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0446,FOR 48610-60050 FOR 48610-60070 FOR 48630-60020 FOR 48630-60040,FRONT UPPER,TOYOTA | LAND CRUISER PRADO (TRJ150) 2009- / TOYOTA | LAND CRUISER PRADO (TRJ120) 2003-2010,120,5.74,688.8,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CB0531,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0531,54530-L1000,FRONT LOWER,HYUNDAI | TUCSON (NX4E) 2020- / HYUNDAI | SONATA (DN8) 2020-,20,9.19,183.8,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CE0338L,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0338L,56820-4L000,FRONT L,"HYUNDAI | ACCENT/ SOLARIS (RB) 2010- / KIA | RIO (QBR,UB) 2011-2017",72,5.81,418.32,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CE0338R,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0338R,56820-4L090,FRONT R,"HYUNDAI | ACCENT/ SOLARIS (RB) 2010- / KIA | RIO (QBR,UB) 2011-2017",54,5.81,313.74,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CE0342L,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0342L,56820-D3500 56820-D3600,FRONT L,KIA | SPORTAGE (NQ5) 2021-,20,6.93,138.6,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CE0342R,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0342R,56825-D3500 56825-D3600,FRONT R,KIA | SPORTAGE (NQ5) 2021-,20,6.93,138.6,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CE0733L,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0733L,45470-39215,FRONT L,TOYOTA | CAMRY (MCV30) 2001-2006,80,5.57,445.6,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CE0733R,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0733R,45460-39615,FRONT R,TOYOTA | CAMRY (MCV30) 2001-2006,100,5.57,557,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CE0734,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0734,45046-39505,FRONT,TOYOTA | LAND CRUISER PRADO (TRJ120) 2003-2010,90,5.18,466.2,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CE0737,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0737,45460-39635 / 45460-09070 45460-39635,FRONT R,TOYOTA | CAMRY (ACV41/ACV40) 2006-2011 / TOYOTA | CAMRY (MCV30) 2001-2006,100,6.28,628,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CE0738,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0738,45470-39225 / 45470-09050 45470-39225,FRONT L,TOYOTA | CAMRY (ACV41/ACV40) 2006-2011 / TOYOTA | CAMRY (MCV30) 2001-2006,100,6.28,628,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CE0739,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0739,45460-29435,FRONT,LEXUS | RX 300 (MCU35) 2003-2008,50,5.54,277,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CE0757,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0757,45046-49195,FRONT R,TOYOTA | RAV 4 (ACA30) 2006-2013,24,6.81,163.44,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CE0763,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0763,45046-69245,FRONT,TOYOTA | LAND CRUISER PRADO (TRJ150) 2009-,30,5.58,167.4,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CE0787,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0787,45046-09570 45046-19405,FRONT R,TOYOTA | COROLLA (ZRE151) 2007-2014,20,6.27,125.4,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CE0788,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0788,45047-09270 45047-19205,FRONT L,TOYOTA | COROLLA (ZRE151) 2007-2014,20,6.27,125.4,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CE0812,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0812,45470-09150 45470-09150,FRONT L,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019,12,7.55,90.6,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CE0816L,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0816L,45470-39345,FRONT L,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019,72,7.32,527.04,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CE0816R,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0816R,45460-80005,FRONT R,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019,54,7.32,395.28,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CE0872L,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0872L,45470-09200 45470-39365,FRONT L,TOYOTA | CAMRY (ASV70) 2017-,18,8.16,146.88,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CE0872R,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0872R,45460-09320 45460-80008,FRONT R,TOYOTA | CAMRY (ASV70) 2017-,18,8.16,146.88,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CE0940L,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0940L,56820-N9000,FRONT L,HYUNDAI | TUCSON (NX4E) 2020-,20,7.36,147.2,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CE0940R,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0940R,56825-N9000,FRONT R,HYUNDAI | TUCSON (NX4E) 2020-,20,7.36,147.2,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CL0086,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0086,48830-06070 48830-33040,REAR,TOYOTA | CAMRY (ASV50/ACV51) 2011-2019 / TOYOTA | CAMRY (ACV41/ACV40) 2006-2011,456,3.82,"1,741.92",USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CL0250,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0250,95299172,FRONT,CHEVROLET | COBALT (69) 2013-,12,4.84,58.08,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CL0291,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0291,54830-0U000 54830-2V000 54830-4L000,FRONT,"HYUNDAI | ACCENT/ SOLARIS (RB) 2010- / KIA | RIO (QBR,UB) 2011-2017",636,3.97,"2,524.92",USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CL0311,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0311,54830-F2000 54830-F2000,FRONT,HYUNDAI | ELANTRA (AD) 2016-2020,144,4.38,630.72,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CL0359,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0359,54830-D7000 54830-D9000,FRONT,KIA | SPORTAGE (NQ5) 2021-,12,4.37,52.44,USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CL0555,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0555,48830-06030 48830-48010 / 48830-48010,REAR,TOYOTA | CAMRY (MCV30) 2001-2006 / LEXUS | RX 300 (MCU35) 2003-2008,492,3.93,"1,933.56",USD,B2B,SELL-IN,TISS AUTO PARTS LLP
CL0557,2026-04-19,CIS,Ä«ÀÚÈå½ºÅº,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0557,48820-28050,FRONT,TOYOTA | CAMRY (MCV30) 2001-2006 / LEXUS | RX 300 (MCU35) 2003-2008,"1,008",4.12,"4,152.96",USD,B2B,SELL-IN,TISS AUTO PARTS LLP
